Address,Avg Price Range,Avg Price USD for histogram,Award Remark,Award text,Country,Cuisine,Currency,Guide Text,Loc,Name,Stars,URL,Avg Price,AvgPriceUSD,AvgPrice USD,Exchange to USD,Lat,Lng,Max Price,MaxPrice USD,Min Price,MinPrice USD
"Kirchstraße 1, Oberstdorf, 87561, Germany",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Germany,Classic cuisine,EUR,"The Alpine decor alone is worth a look here, while other eye-catching features include the smart temperature controlled wine cabinet and the mirrored wall with its little windows onto the kitchen. As for the food, it is more than just a feast for the eyes. The chef’s fine and beautifully balanced creations bear witness to his skill and choice of high quality produce.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=47.4085094,10.2783328&language=en-US",ESS ATELIER STRAUSS,1,https://guide.michelin.com/en/bayern/oberstdorf/restaurant/ess-atelier-strauss,109,122,122,1.12,47.4085094,10.2783328,160,179,58,65
"Largo da Academia Nacional De Belas Artes 14, Lisboa, 1200-005, Portugal",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Portugal,Creative,EUR,"Haute cuisine and superb views in a restaurant occupying a renovated building in the Chiado district where the designer look and cuisine come as a pleasant surprise. Here, French chef Vincent Farges has opted for a single surprise menu with a creative edge that is highly visual, elegant and respects the purity of each individual flavour.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=38.7087383,-9.1398799&language=en-US",EPUR,1,https://guide.michelin.com/en/lisboa-region/lisboa/restaurant/epur,98,110,110,1.12,38.7087383,-9.1398799,160,179,35,39
"Le Couffour, Chaudes-Aigues, 15110, France",100-200 USD,125,Very comfortable restaurant; one of our most delightful places.,"Two MICHELIN Stars: Excellent cooking, worth a detour!",France,Creative,EUR,"From his contemporary vessel (stone, iron and glass) overlooking a 14 - 16C fortress, Serge Vieira can hold his own with the best. Wild, fresh herbs take pride of place in his graphic, modern creations. A delectable establishment – down to the rooms overlooking the Cantal mountains.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=44.8445059,3.0019755&language=en-US",Serge Vieira,2,https://guide.michelin.com/en/auvergne-rhone-alpes/chaudes-aigues/restaurant/serge-vieira,128,143,143,1.12,44.8445059,3.0019755,160,179,95,106
"Lilienstraße 6, München, 81669, Germany",100-200 USD,150,Simple restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Germany,Creative,EUR,A winning formula of a laid-back atmosphere coupled with creative cuisine with the emphasis on the ingredients. Harmoniously combined flavours are brought together in each dish to memorable effect. Savvy wine recommendations.,"https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=48.1304554,11.5873170&language=en-US",Showroom,1,https://guide.michelin.com/en/bayern/mnchen/restaurant/showroom,145,162,162,1.12,48.1304554,11.587317,160,179,130,146
"località Lo Sbarcatello, PORTO ERCOLE, 58018, Italy",100-200 USD,125,Extremely comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Creative,EUR,"Housed within the legendary hotel of the same name, Il Pellicano is one of the most romantic addresses in Italy thanks to its spectacular terrace overlooking the sea, the scent of aromatic plants all around, and the delicious cuisine prepared by a famous chef who has returned to his roots after working at other Michelin - starred restaurants. A stunning setting for Michelino’s cuisine which is essentially Italian, alongside a few international dishes.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=42.3804720,11.1924477&language=en-US",Il Pellicano,1,https://guide.michelin.com/en/toscana/porto-ercole/restaurant/il-pellicano,129,144,144,1.12,42.380472,11.1924477,160,179,98,110
"Murgtalstraße 602, Baiersbronn, 72270, Germany",100-200 USD,150,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Germany,Creative,EUR,"The redesign of the gastronomy area in the Sackmann establishment has taken nothing away from the gourmet restaurant. The father-and-son team create a successful mix of classic and creative dishes. To accompany the food, a well-stocked wine list with some 400 types. A place run with dedication, which also has comfortable guestrooms for overnight stays.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=48.5973809,8.3838147&language=en-US",Schlossberg,1,https://guide.michelin.com/en/baden-wurttemberg/baiersbronn/restaurant/schlossberg,140,157,157,1.12,48.5973809,8.3838147,160,179,120,134
"piazza dei Signori 1, Vicenza, 36100, Italy",100-200 USD,125,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Creative,EUR,"On the first floor of a beautiful palazzo situated in the heart of the town between a clock tower and loggia designed by Palladio, this restaurant offers an à la carte menu featuring traditional dishes reinterpreted by the creative young owner - chef, alongside tasting menus with evocative names such as ""sostanza"" (substance) and ""esperienza"" (experience).","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.5471405,11.5460219&language=en-US",El Coq,1,https://guide.michelin.com/en/veneto/vicenza/restaurant/el-coq,115,129,129,1.12,45.5471405,11.5460219,160,179,70,78
"piazza della Scala 5, Milano, 20121, Italy",100-200 USD,125,Extremely comfortable restaurant.,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Modern cuisine,EUR,This restaurant’s new chef from Bergamo serves creative cuisine inspired by regional traditions. The use of seasonal ingredients is a real hallmark of his culinary philosophy.,"https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.4670438,9.1892084&language=en-US",Il Ristorante Trussardi alla Scala,1,https://guide.michelin.com/en/lombardia/milano/restaurant/il-ristorante-trussardi-alla-scala,120,134,134,1.12,45.4670438,9.1892084,160,179,80,90
"Plaza del Sol 15, Villaverde de Pontones, 39793, Spain",100-200 USD,125,Very comfortable restaurant; one of our most delightful places.,"Three MICHELIN Stars: Exceptional cuisine, worth a special journey!",Spain,Modern cuisine,EUR,"A charming 18C palatial property featuring interesting contrasts between the traditional and the contemporary. The chef, who views his work as a way of life and who has spent a quarter of a century here, sums up the restaurant’s philosophy in the phrase ""InContexTable"". Cantabria in its purest gastronomic state!","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=43.4124884,-3.6988243&language=en-US",Cenador de Amós,3,https://guide.michelin.com/en/cantabria/villaverde-de-pontones/restaurant/cenador-de-amos,125,140,140,1.12,43.4124884,-3.6988243,160,179,89,100
"Rotenwies 9, Gais, 9056, Switzerland",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Switzerland,Country cooking,CHF,A country inn in harmony with its surroundings that serves tasty cuisine with regional influences. It is also characterised by friendly and relaxed service.,"https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=47.3661606,9.4606828&language=en-US",Truube,1,https://guide.michelin.com/en/appenzell-ausserrhoden/gais/restaurant/truube,130,137,137,1.05,47.3661606,9.4606828,160,168,100,105
"Route d'Ambilly 39, Thônex, 1226, Switzerland",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Switzerland,Seafood,CHF,"Judging by the fresh fish on the menu, you would be forgiven for thinking that the Breton coast lies just outside the doors of this restaurant. Le Cigalon has specialised in seafood for over 20 years, with delicacies such as fish soup, scallops and monkfish from Roscoff all featuring on the menu. Table d'hôte meals for five guests are also available.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=46.1991216,6.2209024&language=en-US",Le Cigalon,1,https://guide.michelin.com/en/geneve-region/thnex/restaurant/le-cigalon179243,107,112,112,1.05,46.1991216,6.2209024,160,168,54,57
"Saint-Martin-du-Fault, 87510, France",100-200 USD,100,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",France,Modern cuisine,EUR,"In this refined and luxurious little château, the chef and his team (including a pastry chef) rigorously select fine regional ingredients. They then concoct classic cuisine with character, which they don't hesitate to sprinkle with inventiveness and aestheticism.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.8923765,1.1789789&language=en-US",Chapelle Saint-Martin,1,https://guide.michelin.com/en/nouvelle-aquitaine/saint-martin-du-fault/restaurant/chapelle-saint-martin,100,112,112,1.12,45.8923765,1.1789789,160,179,39,44
"via dei Prefetti 15, Roma, 00186, Italy",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Creative,EUR,"Although little suggests from the outside that this city centre building houses a restaurant, the elegant wine bar leads to two successive dining rooms furnished in wood. The cuisine is highly individual, based on striking contrasts and bold presentations, making it perfect for those looking for a change from traditional fare. Some tables are reserved for bistro dining, where the food is simpler and more regional in style.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=41.9024619,12.4769426&language=en-US",Enoteca al Parlamento Achilli,1,https://guide.michelin.com/en/lazio/roma/restaurant/enoteca-al-parlamento-achilli,115,129,129,1.12,41.9024619,12.4769426,160,179,70,78
"via della Quercia 8, TREVISO, 31100, Italy",100-200 USD,100,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Creative,EUR,"This wine bar - cum - restaurant is lucky to have a talented chef at the helm, with plenty of experience under his belt despite his youth. The winning formula is summed up in just a few words: top - quality produce prepared with skill and a modern touch.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.6691361,12.2205522&language=en-US",Undicesimo Vineria,1,https://guide.michelin.com/en/veneto/treviso/restaurant/undicesimo-vineria,110,123,123,1.12,45.6691361,12.2205522,160,179,60,67
"Via di Santa Chiara 4, Roma, Italy",100-200 USD,125,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Italian contemporary,EUR,"Originally from Campania, the chef at this modern, trendy restaurant adds spices and Asian touches to his Neapolitan-influenced cuisine. Choose from the à la carte options or – as our inspectors recommend – go for one of the three tasting menus (“Inside The Pantheon”, “Seasons at the Pantheon”, and “Iconic Signature at the Pantheon”).","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=41.8980551,12.4758730&language=en-US",Idylio by Apreda,1,https://guide.michelin.com/en/lazio/roma/restaurant/idylio-by-apreda,118,132,132,1.12,41.8980551,12.475873,160,179,75,84
"via Lungomare Italia 11, Marzocca, 60019, Italy",100-200 USD,125,Very comfortable restaurant,"Two MICHELIN Stars: Excellent cooking, worth a detour!",Italy,Creative,EUR,"Thirty years of creativity, which has strongly influenced Italian cuisine, and a highly skilled chef who has by no means exhausted his talents – Cedroni continues to innovate and set trends even today. This makes La Madonnina a true laboratory of excellence for fish and seafood dishes!","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=43.6806944,13.2821211&language=en-US",Madonnina del Pescatore,2,https://guide.michelin.com/en/marche/marzocca/restaurant/madonnina-del-pescatore,113,127,127,1.12,43.6806944,13.2821211,160,179,65,73
"via Roma 18, SORISO, 28010, Italy",100-200 USD,125,Extremely comfortable restaurant.,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Classic cuisine,EUR,"Fans of the Piedmont and its mountains will be in their element in this little paradise, where the owner is constantly on the lookout for excellent regional ingredients, which his wife transforms into delicious, traditional dishes. A perfect gourmet stop among the attractive Novaresi hills.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.7406199,8.4117561&language=en-US",Al Sorriso,1,https://guide.michelin.com/en/piemonte/soriso/restaurant/al-sorriso,125,140,140,1.12,45.7406199,8.4117561,160,179,90,101
"via XX Settembre 50/52, COLLE DI VAL D'ELSA, 53034, Italy",100-200 USD,150,Extremely comfortable restaurant.,"Two MICHELIN Stars: Excellent cooking, worth a detour!",Italy,Creative,EUR,"Two brothers are at the helm here, one in the kitchen, the other front of house, adding a pleasant family ambience to this refined restaurant. It also offers romantic summer dining on its outdoor terrace. Impeccably prepared, sophisticated cuisine, as well as delightfully elegant guestrooms.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=43.4209535,11.1166755&language=en-US",Arnolfo,2,https://guide.michelin.com/en/toscana/colle-di-val-d-elsa/restaurant/arnolfo,140,157,157,1.12,43.4209535,11.1166755,160,179,120,134
"viale Rimembranza 20, GARGNANO, 25084, Italy",100-200 USD,100,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Creative,EUR,"A stunning terrace overlooking the lake acts as the setting for creative cuisine full of character and imagination. The menu showcases seafood and fish from the lake in top - quality, precisely cooked dishes which are full of fragrant flavour. At lunchtime, more “traditional” and quicker options are also available.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.6905100,10.6671800&language=en-US",Villa Giulia,1,https://guide.michelin.com/en/lombardia/gargnano/restaurant/villa-giulia,105,118,118,1.12,45.69051,10.66718,160,179,50,56
"viale San Pancrazio 46, TAORMINA, 98039, Italy",100-200 USD,150,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Creative,EUR,"The skilful resident chef at this restaurant creates delicious dishes from carefully selected local ingredients. Although the cuisine bears the signature of the multi - starred Michelin chef from Rome, it is also characteristic of its local chef. An elegant dining room with a vaguely British feel.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=37.8554565,15.2900353&language=en-US",St. George by Heinz Beck,1,https://guide.michelin.com/en/sicilia/taormina/restaurant/st-george-by-heinz-beck,138,155,155,1.12,37.8554565,15.2900353,160,179,115,129
"3 rue Saint-Philippe-du-Roule, Paris, 75008, France",100-200 USD,100,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",France,Modern cuisine,EUR,"Sniffing an aroma, a scent, a bouquet: such is the enticing programme of this swanky establishment near the Champs-Élysées. True to its name, the restaurant boasts a wine cellar sourced from some 300 estates. Chef Thomas Boullaut rustles up suave and inspired Gallic fare, in which seasonal ingredients play the star role.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=48.8733075,2.3088925&language=en-US",L'Arôme,1,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-arome174292,109,122,122,1.12,48.8733075,2.3088925,159,178,59,66
"26 avenue du 45ème-Parallèle, Pont-de-l'Isère, 26600, France",100-200 USD,125,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",France,Classic cuisine,EUR,"This traditional restaurant is well known in the area. Classic cooking rules here, as do Côtes du Rhône wines. Bourgeois decor and a veranda on the garden side.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.0041671,4.8711421&language=en-US",Maison Chabran - La Grande Table,1,https://guide.michelin.com/en/auvergne-rhone-alpes/pont-de-l-isre/restaurant/maison-chabran-la-grande-table,114,128,128,1.12,45.0041671,4.8711421,159,178,69,77
"Boulevard Ste-Barbe, Roscoff, 29680, France",100-200 USD,125,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",France,Modern cuisine,EUR,"This elegant yachtsman boasts a huge stone fireplace and vaulted windows, through which you will be able to enjoy the view of the bay. It offers gourmet seafood cuisine made with high quality produce from the region.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=48.7245609,-3.9718816&language=en-US",Le Brittany,1,https://guide.michelin.com/en/bretagne/roscoff/restaurant/le-brittany,112,125,125,1.12,48.7245609,-3.9718816,159,178,65,73
"Hahnenstraße, Pulheim, 50259, Germany",100-200 USD,125,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Germany,Modern french,EUR,"If you like to enjoy a meal with a view of a golf course, then you should try one of the window tables at this elegant restaurant. The food is modern in inspiration and accompanied by an excellent wine list.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=51.0362026,6.7865908&language=en-US",Gut Lärchenhof,1,https://guide.michelin.com/en/nordrhein-westfalen/pulheim/restaurant/gut-larchenhof,124,139,139,1.12,51.0362026,6.7865908,159,178,89,100
"Hartlisbergstrasse 39, Steffisburg, 3612, Switzerland",100-200 USD,125,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Switzerland,Modern french,CHF,"As if the intensely flavoured, sophisticated food made using top-quality ingredients wasn’t enough of an incentive to get you up here, there is also a truly wonderful terrace, as its name – Panorama – suggests! The charming service and good wines are an additional bonus.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=46.7872121,7.6208457&language=en-US",Panorama - Cayenne,1,https://guide.michelin.com/en/bern-region/steffisburg/restaurant/panorama-cayenne,126,132,132,1.05,46.7872121,7.6208457,159,167,92,97
"Le bourg, Saint-Médard, 46150, France",100-200 USD,100,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",France,Creative,EUR,"A former village school transformed into a restaurant. In the kitchens, Pascal Bardet (who worked for Alain Ducasse for 18 years) is truly blossoming here. He showcases the produce of the local terroir superbly, in particular truffles, about which he knows a thing or two! Terrace in the shade of the chestnut trees.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=44.5383000,1.2942900&language=en-US",Le Gindreau,1,https://guide.michelin.com/en/occitanie/saint-mdard/restaurant/le-gindreau,101,113,113,1.12,44.5383,1.29429,159,178,42,47
"Rue du Centre 21, Charmey, 1637, Switzerland",100-200 USD,125,Comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Switzerland,Modern french,CHF,An intimate and welcoming setting with a decor featuring a plethora of wood provides the backdrop for this restaurant offering French cuisine prepared the traditional way and enhanced by utterly charming service. A few comfortable guestrooms are available for those wishing to stay the night.,"https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=46.6193300,7.1637400&language=en-US",L'Etoile - Nova,1,https://guide.michelin.com/en/fribourg-region/charmey/restaurant/l-etoile-nova,135,142,142,1.05,46.61933,7.16374,159,167,110,116
"via del Vantaggio 14, Roma, 00186, Italy",100-200 USD,125,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Italy,Seafood,EUR,"Located on the ground floor of the centrally located luxury The First Roma hotel, with its elegant atmosphere and decor of original artwork, paintings and sculptures, the chic, minimalist-style Acquolina restaurant provides the setting for fish-based dishes with a Mediterranean flavour and an added twist of creativity, all accompanied by a good wine selection.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=41.9086474,12.4753719&language=en-US",Acquolina,1,https://guide.michelin.com/en/lazio/roma/restaurant/acquolina,118,132,132,1.12,41.9086474,12.4753719,159,178,76,85
"B1F, 46 Banpo-daero 39-gil, Seocho-gu, Seoul, South Korea",0-100 USD,75,Comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",South Korea,Innovative,KRW,"Meaning ""well-groomed"" in French, Soigné lives up to its name with its elegant menu, inspired by global cuisine with distinct undertones of Korea's culinary philosophy. Chef Lee Jun's creations are both creative and modern, but the local ingredients he uses always take on the starring roles in his meticulously curated ""episodes,"" each with its own unique color and lyrical flow. Try the suggested wine pairings for the full gustatory experience.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=37.4981600,127.0020000&language=en-US",Soigné,1,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/soigne,118000,97,97,0.00082,37.49816,127.002,158000,130,78000,64
"Schottenring 24, Wien, 1010, Austria",100-200 USD,100,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",Austria,Modern cuisine,EUR,"This elegant gourmet restaurant offers a successful marriage of the modern and classic, both in its sophisticated aromatic cuisine and the accomplished, pleasantly informal service. The excellent wine suggestions and good wines by the glass are also worth a mention.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=48.2165030,16.3685200&language=en-US",Edvard,1,https://guide.michelin.com/en/vienna/wien/restaurant/edvard,96,108,108,1.12,48.216503,16.36852,158,177,33,37
"Avenue Princesse Grace, Roquebrune, 06190, France",100-200 USD,100,Comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",France,Mediterranean cuisine,EUR,"First class, simply prepared ingredients. Treat yourself to a gourmet meal in the finest Mediterranean traditions – fresh fish galore.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=43.7515952,7.4423360&language=en-US",Elsa,1,https://guide.michelin.com/en/provence-alpes-cote-dazur/roquebrune/restaurant/elsa7519,108,121,121,1.12,43.7515952,7.442336,158,177,58,65
"Olewiger Straße 206, Trier, 54295, Germany",100-200 USD,150,Comfortable restaurant,"Two MICHELIN Stars: Excellent cooking, worth a detour!",Germany,Creative,EUR,This traditional restaurant also has a modern side to it – both in its minimalist-style decor and in Wolfgang Becker’s cuisine. The latter comes in the shape of a 5-7 course menu in which the perfectly matched dishes are conceived to bring out the full flavour of the top quality ingredients used. This is accompanied by a fine German wine list including a very good house wine.,"https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=49.7420816,6.6678518&language=en-US",BECKER'S,2,https://guide.michelin.com/en/rheinland-pfalz/trier/restaurant/becker-s,142,159,159,1.12,49.7420816,6.6678518,158,177,125,140
"place Notre-Dame, Lyon, 69009, France",100-200 USD,100,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",France,Classic cuisine,EUR,"A country feel in the heart of the leafy île Barbe, an island in the Saône. The walls date from 1601 and there is a softly intimate atmosphere. The very refined cuisine has remarkable flavour associations and creative flights of fancy.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=45.7976900,4.8333900&language=en-US",Auberge de l'Île Barbe,1,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/auberge-de-l-ile-barbe,104,116,116,1.12,45.79769,4.83339,158,177,50,56
"Ronda San Antoni 41, 1º, Barcelona, 08011, Spain",100-200 USD,125,Comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Spain,Modern cuisine,EUR,"Alkimia boasts a striking design, with an avant - garde nod to the maritime world and a brand - new ""unplugged"" concept that complements its main gastronomic dining room. The contemporary cuisine (based around locally sourced ingredients) is sublime, with perfect textures and defined flavours that blend harmoniously together.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=41.3826938,2.1635745&language=en-US",Alkimia,1,https://guide.michelin.com/en/catalunya/barcelona/restaurant/alkimia,115,129,129,1.12,41.3826938,2.1635745,158,177,72,81
"Route Départementale 33, La Bussière-sur-Ouche, 21360, France",100-200 USD,125,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",France,Modern cuisine,EUR,"The exceptional setting of a former abbey is now the scene of a high - flying culinary show, masterminded by chef Guillaume Royer. He deploys his many talents into transforming local Burgundian produce into flavoursome, beautifully presented dishes. The wine list features a number of treasures!","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=47.2157221,4.7241758&language=en-US",1131,1,https://guide.michelin.com/en/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131,128,143,143,1.12,47.2157221,4.7241758,157,176,98,110
"Mittenbuch 6, Lindau, 88131, Germany",100-200 USD,125,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",Germany,Modern cuisine,EUR,"Even after 25 years in business, Villino is as well run and smart as ever, serving flavoursome classic fare rich in South-East Asian influences and creativity in its stylish Mediterranean dining room and interior courtyard complete with excellent wines and wine suggestions.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=47.5673140,9.6731530&language=en-US",VILLINO,1,https://guide.michelin.com/en/bayern/lindau/restaurant/villino,129,144,144,1.12,47.567314,9.673153,156,175,102,114
"Courtlands Lane, Lympstone, EX8 3NZ, United Kingdom",100-200 USD,125,Very comfortable restaurant; one of our most delightful places.,"One MICHELIN Star: High quality cooking, worth a stop!",United Kingdom,Modern cuisine,GBP,"This tastefully restored Georgian country house sits in peaceful grounds which stretch down to the estuary and its pretty veranda is the perfect spot to admire the view. It’s a luxurious place, owned by local chef Michael Caines, and its elegant restaurant looks out over the Exe Estuary and Lyme Bay. The airy Berry Head room offers views over the headland and is a great place for lunch, while the Powderham room is ideal for cosying up in the intimate booths in the evening. Sophisticated cooking is well-balanced and boldly flavoured and while it has classical undertones, presentation is modern and elaborate. The 8 course ‘Signature’ tasting menu best demonstrates the team’s abilities or there’s the ‘Estuary’ option for pescatarians. Bedrooms are beautifully furnished; opt for a Garden Room with a fire and a hot tub on the terrace.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=50.6402845,-3.4181281&language=en-US",Lympstone Manor,1,https://guide.michelin.com/en/devon/lympstone/restaurant/lympstone-manor,102,126,126,1.24,50.6402845,-3.4181281,155,192,48,60
"5 avenue de Provence, Épinal, 88000, France",100-200 USD,100,Very comfortable restaurant,"One MICHELIN Star: High quality cooking, worth a stop!",France,Modern cuisine,EUR,"This restaurant is as lovely as any Épinal print! It has an elegant dining area with moulding and original, trendy furniture set in an opulent looking late - 19C villa. The tasty, modern dishes are accompanied by select wines.","https://www.google.com/maps/embed/v1/place?key=AIzaSyDvEyVCVpGtn81z5NrMKgdehPsrO9sJiMw&q=48.1675070,6.4506120&language=en-US",Les Ducs de Lorraine,1,https://guide.michelin.com/en/grand-est/pinal/restaurant/les-ducs-de-lorraine,101,113,113,1.12,48.167507,6.450612,155,174,47,53
